Fondsposition per,"17.Sept.2026"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"600519","KWEICHOW MOUTAI A","Nichtzyklische Konsumgüter","Aktien","46.140.747,19","0,10","46.140.747,19","244.182,00","188,96","China","Shanghai Stock Exchange","CNY"
"ADCB","ABU DHABI COMMERCIAL BANK","Finanzwesen","Aktien","45.984.226,11","0,10","45.984.226,11","10.336.179,00","4,45","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"034730","SK INC","Industrie","Aktien","45.981.090,72","0,10","45.981.090,72","117.866,00","390,11","Korea","Korea Exchange (Stock Market)","KRW"
"9987","YUM CHINA HOLDINGS INC","Zyklische Konsumgüter ","Aktien","45.844.917,68","0,10","45.844.917,68","1.097.934,00","41,76","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"000810","SAMSUNG FIRE & MARINE INSURANCE LT","Finanzwesen","Aktien","45.372.259,26","0,10","45.372.259,26","94.127,00","482,03","Korea","Korea Exchange (Stock Market)","KRW"
"PEO","BANK PEKAO SA","Finanzwesen","Aktien","44.810.338,23","0,10","44.810.338,23","624.923,00","71,71","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"EUROB","EUROBANK SA","Finanzwesen","Aktien","44.086.662,52","0,10","44.086.662,52","8.208.502,00","5,37","Griechenland","Athens Exchange S.A. Cash Market","EUR"
"175","GEELY AUTOMOBILE HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","43.911.001,89","0,09","43.911.001,89","21.531.897,00","2,04","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"HINDALCO","HINDALCO INDUSTRIES LTD","Materialien","Aktien","43.725.286,99","0,09","43.725.286,99","4.278.322,00","10,22","Indien","National Stock Exchange Of India","INR"
"BPAC11","BCO BTG PACTUAL UNT SA","Finanzwesen","Aktien","43.252.840,67","0,09","43.252.840,67","3.648.300,00","11,86","Brasilien","XBSP","BRL"
"IMP","IMPALA PLATINUM","Materialien","Aktien","43.226.351,96","0,09","43.226.351,96","2.954.061,00","14,63","Südafrika","Johannesburg Stock Exchange","ZAR"
"386","CHINA PETROLEUM AND CHEMICAL H","Energie","Aktien","42.845.919,71","0,09","42.845.919,71","74.618.000,00","0,57","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"WEGE3","WEG","Industrie","Aktien","42.559.429,50","0,09","42.559.429,50","4.296.811,00","9,90","Brasilien","XBSP","BRL"
"TPEIR","PIRAEUS BANK SA","Finanzwesen","Aktien","42.472.707,31","0,09","42.472.707,31","3.562.409,00","11,92","Griechenland","Athens Exchange S.A. Cash Market","EUR"
"6446","PHARMAESSENTIA","Gesundheitsversorgung","Aktien","41.884.389,24","0,09","41.884.389,24","1.117.472,00","37,48","Taiwan","Taiwan Stock Exchange","TWD"
"DIVISLAB","DIVIS LABORATORIES LTD","Gesundheitsversorgung","Aktien","41.404.080,73","0,09","41.404.080,73","426.065,00","97,18","Indien","National Stock Exchange Of India","INR"
"ABEV3","AMBEV SA","Nichtzyklische Konsumgüter","Aktien","40.958.755,18","0,09","40.958.755,18","13.583.688,00","3,02","Brasilien","XBSP","BRL"
"MAYBANK","MALAYAN BANKING","Finanzwesen","Aktien","40.943.609,66","0,09","40.943.609,66","16.199.600,00","2,53","Malaysia","Bursa Malaysia","MYR"
"WALMEX*","WALMART DE MEXICO V","Nichtzyklische Konsumgüter","Aktien","40.944.275,15","0,09","40.944.275,15","15.226.911,00","2,69","Mexiko","Bolsa Mexicana De Valores","MXN"
"373220","LG ENERGY SOLUTION LTD","Industrie","Aktien","40.540.849,71","0,09","40.540.849,71","153.461,00","264,18","Korea","Korea Exchange (Stock Market)","KRW"
"300750","CONTEMPORARY AMPEREX TECHNOLOGY A","Industrie","Aktien","40.440.948,03","0,09","40.440.948,03","891.083,00","45,38","China","Shenzhen Stock Exchange","CNY"
"KGH","KGHM POLSKA MIEDZ SA","Materialien","Aktien","40.252.226,06","0,09","40.252.226,06","447.899,00","89,87","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"PTT.R","PTT NON-VOTING DR","Energie","Aktien","40.195.867,55","0,09","40.195.867,55","31.747.600,00","1,27","Thailand","Stock Exchange Of Thailand","THB"
"POWERGRID","POWER GRID CORPORATION OF INDIA","Versorger","Aktien","40.175.389,71","0,09","40.175.389,71","14.613.560,00","2,75","Indien","National Stock Exchange Of India","INR"
"HAR","HARMONY GOLD MINING COMPANY LIMITE","Materialien","Aktien","39.854.642,26","0,09","39.854.642,26","1.989.186,00","20,04","Südafrika","Johannesburg Stock Exchange","ZAR"
"AXIA3","AXIA ENERGIA SA","Versorger","Aktien","39.540.380,99","0,09","39.540.380,99","3.680.717,00","10,74","Brasilien","XBSP","BRL"
"4958","ZHEN DING TECHNOLOGY HOLDING LTD","IT","Aktien","39.474.445,23","0,09","39.474.445,23","2.644.000,00","14,93","Taiwan","Taiwan Stock Exchange","TWD"
"2379","REALTEK SEMICONDUCTOR","IT","Aktien","39.380.224,26","0,09","39.380.224,26","1.756.000,00","22,43","Taiwan","Taiwan Stock Exchange","TWD"
"267260","HD HYUNDAI ELECTRIC","Industrie","Aktien","39.350.799,41","0,09","39.350.799,41","76.361,00","515,33","Korea","Korea Exchange (Stock Market)","KRW"
"2020","ANTA SPORTS PRODUCTS LTD","Zyklische Konsumgüter ","Aktien","38.785.925,96","0,08","38.785.925,96","4.226.400,00","9,18","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"033780","KT&G CORP","Nichtzyklische Konsumgüter","Aktien","38.587.713,39","0,08","38.587.713,39","306.759,00","125,79","Korea","Korea Exchange (Stock Market)","KRW"
"010120","LS ELECTRIC LTD","Industrie","Aktien","38.417.939,42","0,08","38.417.939,42","262.773,00","146,20","Korea","Korea Exchange (Stock Market)","KRW"
"HCLTECH","HCL TECHNOLOGIES LTD","IT","Aktien","38.408.752,51","0,08","38.408.752,51","2.928.427,00","13,12","Indien","National Stock Exchange Of India","INR"
"ALE","ALLEGRO SA","Zyklische Konsumgüter ","Aktien","37.669.175,47","0,08","37.669.175,47","2.890.472,00","13,03","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"207940","SAMSUNG BIOLOGICS","Gesundheitsversorgung","Aktien","37.324.674,12","0,08","37.324.674,12","36.941,00","1.010,39","Korea","Korea Exchange (Stock Market)","KRW"
"8299","PHISON ELECTRONICS CORP","IT","Aktien","37.320.787,27","0,08","37.320.787,27","604.000,00","61,79","Taiwan","Gretai Securities Market","TWD"
"1216","UNI-PRESIDENT ENTERPRISES","Nichtzyklische Konsumgüter","Aktien","37.026.521,38","0,08","37.026.521,38","15.635.736,00","2,37","Taiwan","Taiwan Stock Exchange","TWD"
"PZU","PZU SA","Finanzwesen","Aktien","36.999.967,82","0,08","36.999.967,82","1.898.701,00","19,49","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"3750","CONTEMPORARY AMPEREX TECHNOLOGY CL","Industrie","Aktien","36.827.961,99","0,08","36.827.961,99","569.900,00","64,62","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2423","KE HOLDINGS","Immobilien","Aktien","36.786.422,54","0,08","36.786.422,54","6.839.180,00","5,38","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3481","INNOLUX CORP","IT","Aktien","36.634.421,19","0,08","36.634.421,19","24.082.411,00","1,52","Taiwan","Taiwan Stock Exchange","TWD"
"BBRI","BANK RAKYAT INDONESIA (PERSERO)","Finanzwesen","Aktien","36.554.461,75","0,08","36.554.461,75","194.737.583,00","0,19","Indonesien","Indonesia Stock Exchange","IDR"
"EMBJ3","EMBRAER","Industrie","Aktien","36.535.309,95","0,08","36.535.309,95","1.970.656,00","18,54","Brasilien","XBSP","BRL"
"ABG","ABSA GROUP","Finanzwesen","Aktien","36.464.811,09","0,08","36.464.811,09","2.684.731,00","13,58","Südafrika","Johannesburg Stock Exchange","ZAR"
"ULTRACEMCO","ULTRATECH CEMENT LTD","Materialien","Aktien","36.448.769,29","0,08","36.448.769,29","324.861,00","112,20","Indien","National Stock Exchange Of India","INR"
"2395","ADVANTECH","IT","Aktien","36.176.734,20","0,08","36.176.734,20","1.681.348,00","21,52","Taiwan","Taiwan Stock Exchange","TWD"
"1024","KUAISHOU TECHNOLOGY","Kommunikation","Aktien","36.121.172,37","0,08","36.121.172,37","9.465.400,00","3,82","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3665","BIZLINK HOLDING INC","Industrie","Aktien","36.067.718,65","0,08","36.067.718,65","572.104,00","63,04","Taiwan","Taiwan Stock Exchange","TWD"
"TWD","TWD CASH","Cash und/oder Derivate","Geldmarkt","35.948.315,73","0,08","35.948.315,73","1.146.122.176,00","3,14","Taiwan","-","TWD"
"PFCIBEST","GRUPO CIBEST PREF SA","Finanzwesen","Aktien","35.788.653,07","0,08","35.788.653,07","1.455.416,00","24,59","Kolumbien","Bolsa De Valores De Colombia","COP"
"329180","HD HYUNDAI HEAVY INDUSTRIES LTD","Industrie","Aktien","35.730.796,87","0,08","35.730.796,87","105.149,00","339,81","Korea","Korea Exchange (Stock Market)","KRW"
"298040","HYOSUNG HEAVY INDUSTRIES CORP","Industrie","Aktien","35.574.841,67","0,08","35.574.841,67","17.180,00","2.070,71","Korea","Korea Exchange (Stock Market)","KRW"
"USD","USD CASH","Cash und/oder Derivate","Geldmarkt","35.504.560,24","0,08","35.504.560,24","35.504.560,00","100,00","Vereinigte Staaten","-","USD"
"009540","HD KOREA SHIPBUILDING & OFFSHORE E","Industrie","Aktien","35.350.181,31","0,08","35.350.181,31","140.148,00","252,23","Korea","Korea Exchange (Stock Market)","KRW"
"SQM.B","SOCIEDAD QUIMICA Y MINERA DE CHILE","Materialien","Aktien","35.235.671,96","0,08","35.235.671,96","491.165,00","71,74","Chile","Santiago Stock Exchange","CLP"
"EICHERMOT","EICHER MOTORS LTD","Zyklische Konsumgüter ","Aktien","35.006.820,11","0,08","35.006.820,11","448.184,00","78,11","Indien","National Stock Exchange Of India","INR"
"6274","TAIWAN UNION TECHNOLOGY CORP","IT","Aktien","34.860.503,41","0,08","34.860.503,41","842.000,00","41,40","Taiwan","Gretai Securities Market","TWD"
"1347","HUA HONG GRACE SEMICONDUCTOR LTD","IT","Aktien","34.805.988,03","0,08","34.805.988,03","2.478.000,00","14,05","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SBSP3","COMPANHIA DE SANEAMENTO BASICO DE","Versorger","Aktien","34.791.633,54","0,08","34.791.633,54","6.637.891,00","5,24","Brasilien","XBSP","BRL"
"9992","POP MART INTERNATIONAL GROUP","Zyklische Konsumgüter ","Aktien","34.460.798,02","0,07","34.460.798,02","1.764.800,00","19,53","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2010","SAUDI BASIC INDUSTRIES","Materialien","Aktien","34.447.733,79","0,07","34.447.733,79","2.695.894,00","12,78","Saudi-Arabien","Saudi Stock Exchange","SAR"
"1109","CHINA RESOURCES LAND","Immobilien","Aktien","34.290.665,72","0,07","34.290.665,72","9.439.739,00","3,63","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"010140","SAMSUNG HEAVY INDUSTRIES LTD","Industrie","Aktien","33.848.638,95","0,07","33.848.638,95","2.175.208,00","15,56","Korea","Korea Exchange (Stock Market)","KRW"
"2082","ACWA POWER CO","Versorger","Aktien","33.458.629,04","0,07","33.458.629,04","698.263,00","47,92","Saudi-Arabien","Saudi Stock Exchange","SAR"
"ADVANC.R","ADVANCED INFO SERVICE NON-VOTING D","Kommunikation","Aktien","33.071.854,96","0,07","33.071.854,96","3.162.200,00","10,46","Thailand","Stock Exchange Of Thailand","THB"
"2449","KING YUAN ELECTRONICS","IT","Aktien","32.911.699,21","0,07","32.911.699,21","3.959.650,00","8,31","Taiwan","Taiwan Stock Exchange","TWD"
"5880","TAIWAN COOPERATIVE FINANCIAL HOLDI","Finanzwesen","Aktien","32.797.767,55","0,07","32.797.767,55","37.955.529,00","0,86","Taiwan","Taiwan Stock Exchange","TWD"
"TVSMOTOR","TVS MOTOR COMPANY","Zyklische Konsumgüter ","Aktien","32.778.670,08","0,07","32.778.670,08","766.683,00","42,75","Indien","National Stock Exchange Of India","INR"
"2359","WUXI APPTEC H","Gesundheitsversorgung","Aktien","32.433.700,46","0,07","32.433.700,46","1.285.169,00","25,24","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2368","GOLD CIRCUIT ELECTRONICS","IT","Aktien","32.326.668,23","0,07","32.326.668,23","1.084.900,00","29,80","Taiwan","Taiwan Stock Exchange","TWD"
"QIBK","QATAR ISLAMIC BANK","Finanzwesen","Aktien","32.283.007,40","0,07","32.283.007,40","5.618.663,00","5,75","Qatar","Qatar Exchange","QAR"
"APOLLOHOSP","APOLLO HOSPITALS ENTERPRISE","Gesundheitsversorgung","Aktien","31.997.998,78","0,07","31.997.998,78","350.095,00","91,40","Indien","National Stock Exchange Of India","INR"
"ADANIPORTS","ADANI PORTS AND SPECIAL ECONOMIC Z","Industrie","Aktien","31.862.108,13","0,07","31.862.108,13","1.758.483,00","18,12","Indien","National Stock Exchange Of India","INR"
"INDIGO","INTERGLOBE AVIATION LTD","Industrie","Aktien","31.611.241,95","0,07","31.611.241,95","625.945,00","50,50","Indien","National Stock Exchange Of India","INR"
"3034","NOVATEK MICROELECTRONICS","IT","Aktien","31.452.991,45","0,07","31.452.991,45","1.840.000,00","17,09","Taiwan","Taiwan Stock Exchange","TWD"
"1010","RIYAD BANK","Finanzwesen","Aktien","31.424.839,65","0,07","31.424.839,65","5.849.723,00","5,37","Saudi-Arabien","Saudi Stock Exchange","SAR"
"2601","CHINA PACIFIC INSURANCE (GROUP) H","Finanzwesen","Aktien","31.418.793,34","0,07","31.418.793,34","8.667.400,00","3,62","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"196170","ALTEOGEN INC","Gesundheitsversorgung","Aktien","31.351.025,22","0,07","31.351.025,22","170.536,00","183,84","Korea","Korea Exchange (Kosdaq)","KRW"
"6869","YANGTZE OPTICAL FIBRE AND CABLE JO","IT","Aktien","31.259.615,20","0,07","31.259.615,20","1.330.000,00","23,50","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ASELS.E","ASELSAN ELEKTRONIK SANAYI VE TICAR","Industrie","Aktien","31.174.947,42","0,07","31.174.947,42","3.995.873,00","7,80","Türkei","Istanbul Stock Exchange","TRY"
"PE&OLES*","INDUST PENOLES","Materialien","Aktien","30.991.875,78","0,07","30.991.875,78","606.587,00","51,09","Mexiko","Bolsa Mexicana De Valores","MXN"
"051910","LG CHEM LTD","Materialien","Aktien","30.765.736,62","0,07","30.765.736,62","158.610,00","193,97","Korea","Korea Exchange (Stock Market)","KRW"
"BID","BID CORPORATION","Nichtzyklische Konsumgüter","Aktien","30.657.813,33","0,07","30.657.813,33","1.127.880,00","27,18","Südafrika","Johannesburg Stock Exchange","ZAR"
"ADIB","ABU DHABI ISLAMIC BANK","Finanzwesen","Aktien","30.637.449,94","0,07","30.637.449,94","4.796.537,00","6,39","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"998","CHINA CITIC BANK CORP LTD H","Finanzwesen","Aktien","30.551.051,86","0,07","30.551.051,86","28.484.000,00","1,07","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1150","ALINMA BANK","Finanzwesen","Aktien","30.500.333,25","0,07","30.500.333,25","4.584.814,00","6,65","Saudi-Arabien","Saudi Stock Exchange","SAR"
"ASIANPAINT","ASIAN PAINTS","Materialien","Aktien","30.441.161,78","0,07","30.441.161,78","1.190.077,00","25,58","Indien","National Stock Exchange Of India","INR"
"TECHM","TECH MAHINDRA","IT","Aktien","30.402.560,74","0,07","30.402.560,74","1.868.511,00","16,27","Indien","National Stock Exchange Of India","INR"
"BMRI","BANK MANDIRI (PERSERO)","Finanzwesen","Aktien","30.008.060,60","0,06","30.008.060,60","122.377.700,00","0,25","Indonesien","Indonesia Stock Exchange","IDR"
"ALPHA","ALPHA BANK SA","Finanzwesen","Aktien","29.882.933,19","0,06","29.882.933,19","5.465.721,00","5,47","Griechenland","Athens Exchange S.A. Cash Market","EUR"
"1378","CHINA HONGQIAO GROUP LTD","Materialien","Aktien","29.682.680,21","0,06","29.682.680,21","10.663.000,00","2,78","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ALDAR","ALDAR PROPERTIES","Immobilien","Aktien","29.578.761,08","0,06","29.578.761,08","13.362.651,00","2,21","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"SLM","SANLAM LIMITED LTD","Finanzwesen","Aktien","29.559.874,81","0,06","29.559.874,81","5.800.546,00","5,10","Südafrika","Johannesburg Stock Exchange","ZAR"
"300308","ZHONGJI INNOLIGHT A","IT","Aktien","29.507.464,84","0,06","29.507.464,84","220.812,00","133,63","China","Shenzhen Stock Exchange","CNY"
"3328","BANK OF COMMUNICATIONS LTD H","Finanzwesen","Aktien","29.362.151,00","0,06","29.362.151,00","28.162.000,00","1,04","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"DSY","DISCOVERY","Finanzwesen","Aktien","29.075.037,74","0,06","29.075.037,74","1.748.533,00","16,63","Südafrika","Johannesburg Stock Exchange","ZAR"
"1093","CSPC PHARMACEUTICAL GROUP","Gesundheitsversorgung","Aktien","29.055.734,47","0,06","29.055.734,47","25.758.319,00","1,13","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"GRASIM","GRASIM INDUSTRIES","Materialien","Aktien","29.008.889,50","0,06","29.008.889,50","877.073,00","33,07","Indien","National Stock Exchange Of India","INR"
"CHILE","BANCO DE CHILE","Finanzwesen","Aktien","29.002.424,46","0,06","29.002.424,46","140.359.131,00","0,21","Chile","Santiago Stock Exchange","CLP"
"PRIO3","PETRO RIO","Energie","Aktien","28.947.941,88","0,06","28.947.941,88","2.358.761,00","12,27","Brasilien","XBSP","BRL"
"9633","NONGFU SPRING LTD H","Nichtzyklische Konsumgüter","Aktien","28.826.521,70","0,06","28.826.521,70","5.805.000,00","4,97","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SBILIFE","SBI LIFE INSURANCE COMPANY LTD","Finanzwesen","Aktien","28.788.991,48","0,06","28.788.991,48","1.563.158,00","18,42","Indien","National Stock Exchange Of India","INR"
"SHP","SHOPRITE HOLDINGS LTD","Nichtzyklische Konsumgüter","Aktien","28.394.605,15","0,06","28.394.605,15","1.474.806,00","19,25","Südafrika","Johannesburg Stock Exchange","ZAR"
"VBBR3","VIBRA ENERGIA SA","Zyklische Konsumgüter ","Aktien","28.300.961,73","0,06","28.300.961,73","3.701.483,00","7,65","Brasilien","XBSP","BRL"
"HTHT","H WORLD GROUP ADR","Zyklische Konsumgüter ","Aktien","28.245.512,80","0,06","28.245.512,80","653.680,00","43,21","China","NASDAQ","USD"
"TMCV","TATA MOTORS LTD","Industrie","Aktien","28.059.288,80","0,06","28.059.288,80","6.172.754,00","4,55","Indien","National Stock Exchange Of India","INR"
"6770","POWERCHIP SEMICONDUCTOR MANUFACTUR","IT","Aktien","27.986.462,79","0,06","27.986.462,79","12.532.000,00","2,23","Taiwan","Taiwan Stock Exchange","TWD"
"042660","HANWHA OCEAN LTD","Industrie","Aktien","27.825.098,11","0,06","27.825.098,11","459.863,00","60,51","Korea","Korea Exchange (Stock Market)","KRW"
"SOL","SASOL","Materialien","Aktien","27.789.578,14","0,06","27.789.578,14","1.973.316,00","14,08","Südafrika","Johannesburg Stock Exchange","ZAR"
"SSW","SIBANYE STILLWATER","Materialien","Aktien","27.758.584,13","0,06","27.758.584,13","9.532.674,00","2,91","Südafrika","Johannesburg Stock Exchange","ZAR"
"HAL","HINDUSTAN AERONAUTICS LTD","Industrie","Aktien","27.605.580,51","0,06","27.605.580,51","553.135,00","49,91","Indien","National Stock Exchange Of India","INR"
"JSWSTEEL","JSW STEEL","Materialien","Aktien","27.453.101,80","0,06","27.453.101,80","2.101.310,00","13,06","Indien","National Stock Exchange Of India","INR"
"ITC","ITC LTD","Nichtzyklische Konsumgüter","Aktien","27.124.081,18","0,06","27.124.081,18","9.775.419,00","2,77","Indien","National Stock Exchange Of India","INR"
"LTM","LATAM AIRLINES GROUP","Industrie","Aktien","27.056.847,10","0,06","27.056.847,10","1.045.750.416,00","0,03","Chile","Santiago Stock Exchange","CLP"
"1301","FORMOSA PLASTICS CORP","Materialien","Aktien","27.047.609,19","0,06","27.047.609,19","13.349.000,00","2,03","Taiwan","Taiwan Stock Exchange","TWD"
"3661","ALCHIP TECHNOLOGIES","IT","Aktien","26.973.888,50","0,06","26.973.888,50","261.000,00","103,35","Taiwan","Taiwan Stock Exchange","TWD"
"2057","ZTO EXPRESS (CAYMAN) INC","Industrie","Aktien","26.891.283,70","0,06","26.891.283,70","1.298.336,00","20,71","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BIMAS.E","BIM BIRLESIK MAGAZALAR A","Nichtzyklische Konsumgüter","Aktien","26.881.664,39","0,06","26.881.664,39","3.130.283,00","8,59","Türkei","Istanbul Stock Exchange","TRY"
"2603","EVERGREEN MARINE CORP (TAIWAN) LTD","Industrie","Aktien","26.864.177,76","0,06","26.864.177,76","3.531.947,00","7,61","Taiwan","Taiwan Stock Exchange","TWD"
"CHOLAFIN","CHOLAMANDALAM INVESTMENT AND FINAN","Finanzwesen","Aktien","26.698.993,20","0,06","26.698.993,20","1.451.649,00","18,39","Indien","National Stock Exchange Of India","INR"
"MAXHEALTH","MAX HEALTHCARE INSTITUTE","Gesundheitsversorgung","Aktien","26.540.368,64","0,06","26.540.368,64","2.455.368,00","10,81","Indien","National Stock Exchange Of India","INR"
"TRENT","TRENT LTD","Zyklische Konsumgüter ","Aktien","26.271.616,89","0,06","26.271.616,89","903.705,00","29,07","Indien","National Stock Exchange Of India","INR"
"1060","SAUDI AWWAL BANK","Finanzwesen","Aktien","26.209.784,21","0,06","26.209.784,21","2.947.816,00","8,89","Saudi-Arabien","Saudi Stock Exchange","SAR"
"9926","AKESO INC","Gesundheitsversorgung","Aktien","26.118.103,66","0,06","26.118.103,66","2.258.000,00","11,57","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"TUPRS.E","TURKIYE PETROL RAFINERILERI A","Energie","Aktien","25.986.308,71","0,06","25.986.308,71","3.070.090,00","8,46","Türkei","Istanbul Stock Exchange","TRY"
"BAJAJ.AUTO","BAJAJ AUTO","Zyklische Konsumgüter ","Aktien","25.958.743,97","0,06","25.958.743,97","216.558,00","119,87","Indien","National Stock Exchange Of India","INR"
"BAJAJFINSV","BAJAJ FINSERV LTD","Finanzwesen","Aktien","25.911.245,27","0,06","25.911.245,27","1.337.059,00","19,38","Indien","National Stock Exchange Of India","INR"
