Holdings details

Morningstar Total Stock Market ETF (VTI)


Equity,as of 08/31/2026

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,2965107,Nasdaq Inc,NDAQ,0.07%,Financial Exchanges & Data,US,---,"$1,595,288,026.11","16,177,751"
,B0J7D57,Ameriprise Financial Inc,AMP,0.07%,Asset Management & Custody Banks,US,---,"$1,593,947,420.01","2,881,791"
,BGSXTS3,Moderna Inc,MRNA,0.07%,Biotechnology,US,---,"$1,593,435,095.70","11,354,105"
,BN7RHB4,Honeywell Aerospace Inc,HONA,0.07%,Aerospace & Defense,US,---,"$1,591,906,502.28","10,068,348"
,BYQHPG3,Carvana Co,CVNA,0.07%,Automotive Retail,US,---,"$1,588,720,889.20","21,627,020"
,BK9DTN5,L3Harris Technologies Inc,LHX,0.07%,Aerospace & Defense,US,---,"$1,576,131,573.75","5,919,743"
,2065955,AutoZone Inc,AZO,0.07%,Automotive Retail,US,---,"$1,565,938,069.92","523,508"
,B0X7DZ3,Chipotle Mexican Grill Inc,CMG,0.07%,Restaurants,US,---,"$1,550,314,208.77","40,765,559"
,2336747,Fifth Third Bancorp,FITB,0.07%,Diversified Banks,US,---,"$1,548,459,480.41","28,797,833"
,B1W9D46,Delta Air Lines Inc,DAL,0.07%,Passenger Airlines,US,---,"$1,546,896,780.00","19,832,010"
,2955733,Westinghouse Air Brake Technologies Corp,WAB,0.07%,Construction Machinery & Heavy Transportation Equipment,US,---,"$1,541,801,753.55","5,392,235"
,2614807,Xcel Energy Inc,XEL,0.06%,Electric Utilities,US,---,"$1,501,312,058.28","19,835,012"
,2754060,Rockwell Automation Inc,ROK,0.06%,Electrical Components & Equipment,US,---,"$1,500,980,566.66","3,536,462"
,2640147,NIKE Inc,NKE,0.06%,Footwear,US,---,"$1,489,030,828.74","38,121,629"
,B3Z5T14,Garmin Ltd,GRMN,0.06%,Consumer Electronics,US,---,"$1,480,141,504.28","5,209,748"
,BZ8VJQ8,Vistra Corp,VST,0.06%,Independent Power Producers & Energy Traders,US,---,"$1,471,907,186.70","10,714,910"
,2445063,Humana Inc,HUM,0.06%,Managed Health Care,US,---,"$1,462,226,711.59","3,815,533"
,2293819,eBay Inc,EBAY,0.06%,Broadline Retail,US,---,"$1,461,235,224.60","14,110,035"
,BK4N0D7,Carrier Global Corp,CARR,0.06%,Building Products,US,---,"$1,459,938,110.60","25,076,230"
,BMTQ7V2,Astera Labs Inc,ALAB,0.06%,Semiconductors,US,---,"$1,456,035,622.86","4,902,807"
,2655408,Occidental Petroleum Corp,OXY,0.06%,Integrated Oil & Gas,US,---,"$1,426,675,885.98","23,706,811"
,2670519,Exelon Corp,EXC,0.06%,Electric Utilities,US,---,"$1,421,483,530.84","32,513,347"
,2927925,Ventas Inc,VTR,0.06%,Health Care REITs,US,---,"$1,408,326,603.03","15,447,259"
,2262530,Republic Services Inc,RSG,0.06%,Environmental & Facilities Services,US,---,"$1,404,305,815.92","6,356,626"
,2974329,Strategy Inc,MSTR,0.06%,Application Software,US,---,"$1,397,925,252.40","10,515,460"
,2459202,IDEXX Laboratories Inc,IDXX,0.06%,Health Care Equipment,US,---,"$1,395,463,730.04","2,506,716"
,BYNZGK1,Block Inc,XYZ,0.06%,Transaction & Payment Processing Services,US,---,"$1,395,219,500.46","17,010,723"
,BYQRG48,Natera Inc,NTRA,0.06%,Biotechnology,US,---,"$1,392,463,155.72","4,324,957"
,BDR73G1,IQVIA Holdings Inc,IQV,0.06%,Life Sciences Tools & Services,US,---,"$1,385,558,100.10","5,304,790"
,BS6VHW3,Ferguson Enterprises Inc,FERG,0.06%,Trading Companies & Distributors,US,---,"$1,383,324,426.77","6,161,527"
,BDT5S35,Axon Enterprise Inc,AXON,0.06%,Aerospace & Defense,US,---,"$1,378,815,542.72","2,433,662"
,2520153,Agilent Technologies Inc,A,0.06%,Life Sciences Tools & Services,US,---,"$1,377,501,227.08","8,970,443"
,2749602,Roper Technologies Inc,ROP,0.06%,Application Software,US,---,"$1,361,660,390.72","3,206,623"
,B6WVMH3,CBRE Group Inc,CBRE,0.06%,Real Estate Services,US,---,"$1,356,454,536.71","9,302,891"
,2098876,Yum! Brands Inc,YUM,0.06%,Restaurants,US,---,"$1,342,549,621.21","8,757,091"
,BYVG1F6,Waste Connections Inc,WCN,0.06%,Environmental & Facilities Services,US,---,"$1,341,231,902.08","8,112,944"
,BFH3N85,Veeva Systems Inc,VEEV,0.06%,Health Care Technology,US,---,"$1,332,431,305.14","4,663,906"
,BYW36M8,PayPal Holdings Inc,PYPL,0.06%,Transaction & Payment Processing Services,US,---,"$1,327,723,095.45","25,210,730"
,BL71K91,Revolution Medicines Inc,RVMD,0.06%,Biotechnology,US,---,"$1,319,662,165.39","6,419,527"
,BD3W133,Keurig Dr Pepper Inc,KDP,0.06%,Soft Drinks & Non-alcoholic Beverages,US,---,"$1,308,809,182.32","41,080,012"
,B1WT4X2,Interactive Brokers Group Inc,IBKR,0.06%,Investment Banking & Brokerage,US,---,"$1,308,048,775.47","13,444,843"
,2674458,Paychex Inc,PAYX,0.06%,Human Resource & Employment Services,US,---,"$1,304,450,712.94","10,243,841"
,2819118,Prudential Financial Inc,PRU,0.06%,Life & Health Insurance,US,---,"$1,296,755,678.40","11,026,834"
,2937689,Waters Corp,WAT,0.06%,Life Sciences Tools & Services,US,---,"$1,293,931,280.07","3,120,689"
,2027342,American International Group Inc,AIG,0.05%,Property & Casualty Insurance,US,---,"$1,286,554,514.40","16,848,540"
,2353058,Flex Ltd,FLEX,0.05%,Electronic Manufacturing Services,US,---,"$1,271,900,845.25","11,642,113"
,2592174,Microchip Technology Inc,MCHP,0.05%,Semiconductors,US,---,"$1,265,315,070.50","17,226,890"
,BMC9P69,Coinbase Global Inc,COIN,0.05%,Financial Exchanges & Data,US,---,"$1,263,428,781.48","6,716,079"
,B8K6ZD1,Workday Inc,WDAY,0.05%,Application Software,US,---,"$1,261,247,218.55","6,387,679"
,B2972D2,MSCI Inc,MSCI,0.05%,Financial Exchanges & Data,US,---,"$1,259,488,076.00","2,207,150"
,B7Y8YR3,Diamondback Energy Inc,FANG,0.05%,Oil & Gas Exploration & Production,US,---,"$1,254,801,513.28","6,258,986"
,2216850,Consolidated Edison Inc,ED,0.05%,Multi-Utilities,US,---,"$1,253,183,224.08","11,709,804"
,2047317,Archer-Daniels-Midland Co,ADM,0.05%,Agricultural Products & Services,US,---,"$1,245,096,168.80","15,316,720"
,2868165,Sysco Corp,SYY,0.05%,Food Distributors,US,---,"$1,232,126,868.72","15,196,434"
,2122117,Take-Two Interactive Software Inc,TTWO,0.05%,Interactive Home Entertainment,US,---,"$1,231,373,022.10","5,604,793"
,2476193,Hartford Insurance Group Inc/The,HIG,0.05%,Property & Casualty Insurance,US,---,"$1,196,481,848.06","8,709,287"
,BLD13F2,Credo Technology Group Holding Ltd,CRDO,0.05%,Semiconductors,US,---,"$1,193,344,737.69","5,275,851"
,2656423,Old Dominion Freight Line Inc,ODFL,0.05%,Cargo Ground Transportation,US,---,"$1,189,519,848.44","5,948,789"
,BT6C8Z3,Rocket Lab Corp,RKLB,0.05%,Aerospace & Defense,US,---,"$1,175,671,291.60","18,392,855"
,2250687,DR Horton Inc,DHI,0.05%,Homebuilding,US,---,"$1,172,206,248.72","8,108,787"
,2707677,Public Service Enterprise Group Inc,PEG,0.05%,Multi-Utilities,US,---,"$1,162,698,700.99","15,855,703"
,2630643,NetApp Inc,NTAP,0.05%,"Technology Hardware, Storage & Peripherals",US,---,"$1,161,904,117.57","6,270,733"
,B748CK2,Expedia Group Inc,EXPE,0.05%,"Hotels, Resorts & Cruise Lines",US,---,"$1,153,833,826.24","3,638,477"
,BQ84ZQ6,Kenvue Inc,KVUE,0.05%,Personal Care Products,US,---,"$1,151,753,556.48","61,003,896"
,2491839,Kimberly-Clark Corp,KMB,0.05%,Household Products,US,---,"$1,138,524,361.25","10,546,775"
,BD6P5Q0,Twilio Inc,TWLO,0.05%,Internet Services & Infrastructure,US,---,"$1,136,414,978.77","4,822,879"
,B0796X4,Dexcom Inc,DXCM,0.05%,Health Care Equipment,US,---,"$1,116,690,998.64","12,263,244"
,B4QG225,United Airlines Holdings Inc,UAL,0.05%,Passenger Airlines,US,---,"$1,114,126,782.56","10,316,944"
,2931205,Vulcan Materials Co,VMC,0.05%,Construction Materials,US,---,"$1,111,137,321.30","4,121,735"
,2732903,ResMed Inc,RMD,0.05%,Health Care Equipment,US,---,"$1,106,884,289.70","4,610,097"
,BF2FJ99,MongoDB Inc,MDB,0.05%,Internet Services & Infrastructure,US,---,"$1,101,887,222.69","2,430,437"
,BYY8XK8,WEC Energy Group Inc,WEC,0.05%,Multi-Utilities,US,---,"$1,099,573,811.76","10,356,728"
,2340168,M&T Bank Corp,MTB,0.05%,Regional Banks,US,---,"$1,088,003,239.26","4,650,779"
,2319414,EQT Corp,EQT,0.05%,Oil & Gas Exploration & Production,US,---,"$1,076,954,227.02","19,877,339"
,2445966,Huntington Bancshares Inc/OH,HBAN,0.05%,Regional Banks,US,---,"$1,074,387,477.65","64,392,417"
,BTGQCX1,Crown Castle Inc,CCI,0.05%,Telecom Tower REITs,US,---,"$1,056,943,653.48","13,881,582"
,2474164,EMCOR Group Inc,EME,0.04%,Construction & Engineering,US,---,"$1,037,362,929.48","1,412,262"
,2648668,Northern Trust Corp,NTRS,0.04%,Asset Management & Custody Banks,US,---,"$1,036,505,687.00","5,585,825"
,BVFTF03,Iron Mountain Inc,IRM,0.04%,Other Specialized REITs,US,---,"$1,036,140,718.35","8,982,581"
,2740542,Arch Capital Group Ltd,ACGL,0.04%,Property & Casualty Insurance,US,---,"$1,034,004,967.80","10,543,540"
,BL6JPG8,GE HealthCare Technologies Inc,GEHC,0.04%,Health Care Equipment,US,---,"$1,029,772,537.38","14,457,006"
,BTTRKN7,CoreWeave Inc,CRWV,0.04%,Internet Services & Infrastructure,US,---,"$1,026,383,852.39","12,090,751"
,2471789,Jabil Inc,JBL,0.04%,Electronic Manufacturing Services,US,---,"$1,023,516,938.10","3,352,935"
,B00FWN1,Alnylam Pharmaceuticals Inc,ALNY,0.04%,Biotechnology,US,---,"$1,021,466,938.59","4,243,911"
,BDB6Q21,Willis Towers Watson PLC,WTW,0.04%,Insurance Brokers,US,---,"$1,017,086,467.65","3,004,243"
,2455965,Biogen Inc,BIIB,0.04%,Biotechnology,US,---,"$1,016,890,105.00","4,693,700"
,2849472,Steel Dynamics Inc,STLD,0.04%,Steel,US,---,"$1,012,617,656.76","4,353,098"
,2807061,Centene Corp,CNC,0.04%,Managed Health Care,US,---,"$1,009,734,266.50","15,693,725"
,2497406,Kroger Co/The,KR,0.04%,Food Retail,US,---,"$1,008,139,812.12","17,520,678"
,B5834C5,Cboe Global Markets Inc,CBOE,0.04%,Financial Exchanges & Data,US,---,"$998,371,537.60","3,325,688"
,2572079,Martin Marietta Materials Inc,MLM,0.04%,Construction Materials,US,---,"$992,901,245.70","1,914,211"
,BDSFG98,TechnipFMC PLC,FTI,0.04%,Oil & Gas Equipment & Services,US,---,"$989,750,603.25","12,664,755"
,BQ1PC76,Atlassian Corp,TEAM,0.04%,Application Software,US,---,"$985,164,600.74","5,073,722"
,2613990,Illumina Inc,ILMN,0.04%,Life Sciences Tools & Services,US,---,"$975,679,186.35","4,567,145"
,2257019,Cognizant Technology Solutions Corp,CTSH,0.04%,IT Consulting & Other Services,US,---,"$972,265,268.06","15,055,207"
,2718992,Raymond James Financial Inc,RJF,0.04%,Investment Banking & Brokerage,US,---,"$960,576,651.33","5,391,349"
,BF14BT1,Ares Management Corp,ARES,0.04%,Asset Management & Custody Banks,US,---,"$960,001,380.25","6,705,325"
,BL5GZ82,Ingersoll Rand Inc,IR,0.04%,Industrial Machinery & Supplies & Components,US,---,"$958,363,772.30","12,438,206"
,BV6PR93,Sunbelt Rentals Holdings Inc,SUNB,0.04%,Trading Companies & Distributors,US,---,"$949,394,475.12","13,134,954"
,B02HWR9,Extra Space Storage Inc,EXR,0.04%,Self-Storage REITs,US,---,"$948,039,047.60","6,718,916"
,BVV7RC7,Carnival Corp Ltd,CCL,0.04%,"Hotels, Resorts & Cruise Lines",US,---,"$946,764,474.62","39,630,158"
,B0T7YX2,Live Nation Entertainment Inc,LYV,0.04%,Movies & Entertainment,US,---,"$943,421,232.26","5,244,434"
,B75JX34,LPL Financial Holdings Inc,LPLA,0.04%,Investment Banking & Brokerage,US,---,"$940,843,565.56","2,541,893"
,2050832,Ameren Corp,AEE,0.04%,Multi-Utilities,US,---,"$933,201,683.59","8,802,959"
,BYZ62T3,Everpure Inc,P,0.04%,"Technology Hardware, Storage & Peripherals",US,---,"$932,283,387.75","10,029,945"
,B95WG16,Zoetis Inc,ZTS,0.04%,Pharmaceuticals,US,---,"$924,839,634.60","11,995,326"
,BDFZSP1,Okta Inc,OKTA,0.04%,Internet Services & Infrastructure,US,---,"$924,360,991.68","5,341,892"
,2583576,ON Semiconductor Corp,ON,0.04%,Semiconductors,US,---,"$922,726,565.79","12,454,131"
,2208073,Copart Inc,CPRT,0.04%,Diversified Support Services,US,---,"$908,999,400.14","27,553,786"
,2689560,PG&E Corp,PCG,0.04%,Electric Utilities,US,---,"$904,013,123.52","68,124,576"
,2503477,Teledyne Technologies Inc,TDY,0.04%,Electronic Equipment & Instruments,US,---,"$902,758,276.55","1,472,809"
,2126249,Mettler-Toledo International Inc,MTD,0.04%,Life Sciences Tools & Services,US,---,"$902,521,422.00","642,300"
,BYWH073,VICI Properties Inc,VICI,0.04%,Other Specialized REITs,US,---,"$890,013,780.45","34,698,393"
,B5B1S13,Dollar General Corp,DG,0.04%,Consumer Staples Merchandise Retail,US,---,"$887,252,788.50","7,000,022"
,2526117,ATI Inc,ATI,0.04%,Aerospace & Defense,US,---,"$885,230,687.20","4,335,116"
,2179414,Casey's General Stores Inc,CASY,0.04%,Food Retail,US,---,"$883,415,733.67","1,174,427"
,2315359,Atmos Energy Corp,ATO,0.04%,Gas Utilities,US,---,"$880,970,610.87","5,302,899"
,2405302,Halliburton Co,HAL,0.04%,Oil & Gas Equipment & Services,US,---,"$879,946,493.25","23,879,145"
,BQRX1X3,Citizens Financial Group Inc,CFG,0.04%,Regional Banks,US,---,"$878,089,607.46","12,749,958"
,2093666,Berkshire Hathaway Inc,BRK/A,0.04%,Multi-Sector Holdings,US,---,"$872,417,461.53","1,153"
,BYX4D52,HP Inc,HPQ,0.04%,"Technology Hardware, Storage & Peripherals",US,---,"$872,161,333.52","29,052,676"
,BK531S8,Otis Worldwide Corp,OTIS,0.04%,Industrial Machinery & Supplies & Components,US,---,"$867,190,143.99","12,191,623"
,BSBK800,Labcorp Holdings Inc,LH,0.04%,Health Care Services,US,---,"$866,931,919.60","2,606,060"
,B2R3PV1,American Water Works Co Inc,AWK,0.04%,Water Utilities,US,---,"$857,121,931.62","6,200,694"
,2967589,Williams-Sonoma Inc,WSM,0.04%,Homefurnishing Retail,US,---,"$853,934,834.50","3,741,226"
,2702791,Quest Diagnostics Inc,DGX,0.04%,Health Care Services,US,---,"$845,263,660.50","3,517,535"
,2196888,Cincinnati Financial Corp,CINF,0.04%,Property & Casualty Insurance,US,---,"$840,616,438.70","4,947,713"
,2614487,Insmed Inc,INSM,0.04%,Biotechnology,US,---,"$839,585,998.22","6,892,021"
,BVVN4Q8,Eversource Energy,ES,0.04%,Electric Utilities,US,---,"$838,368,269.76","11,952,784"
,BMWBC20,ROBLOX Corp,RBLX,0.04%,Interactive Home Entertainment,US,---,"$837,244,390.59","20,277,171"
,B3P2CN8,Xylem Inc/NY,XYL,0.04%,Industrial Machinery & Supplies & Components,US,---,"$831,886,115.06","7,555,046"
,2278407,Dover Corp,DOV,0.04%,Industrial Machinery & Supplies & Components,US,---,"$831,110,364.23","4,279,001"
,2422806,Hershey Co/The,HSY,0.04%,Packaged Foods & Meats,US,---,"$830,126,014.84","4,711,004"
,BP96PS6,Synchrony Financial,SYF,0.04%,Consumer Finance,US,---,"$825,022,850.96","10,703,462"
,2440637,CenterPoint Energy Inc,CNP,0.03%,Multi-Utilities,US,---,"$820,818,385.20","20,727,737"
,2342034,Fiserv Inc,FISV,0.03%,Transaction & Payment Processing Services,US,---,"$813,141,854.73","15,253,083"
,B01R311,Regions Financial Corp,RF,0.03%,Regional Banks,US,---,"$809,342,020.44","27,086,413"
,B4P9W92,Verisk Analytics Inc,VRSK,0.03%,Research & Consulting Services,US,---,"$806,564,680.60","4,162,270"
,2320524,Estee Lauder Cos Inc/The,EL,0.03%,Personal Care Products,US,---,"$804,130,377.60","7,860,512"
,2330299,Fair Isaac Corp,FICO,0.03%,Application Software,US,---,"$803,100,918.87","700,047"
,2100920,FirstEnergy Corp,FE,0.03%,Electric Utilities,US,---,"$799,441,196.46","17,432,211"
,BMX5GK7,Corpay Inc,CPAY,0.03%,Transaction & Payment Processing Services,US,---,"$797,849,258.70","1,973,409"
,BW1P234,Qnity Electronics Inc,Q,0.03%,Semiconductor Materials & Equipment,US,---,"$794,715,524.91","6,654,237"
,2698470,PPG Industries Inc,PPG,0.03%,Specialty Chemicals,US,---,"$794,513,458.23","7,083,119"
,2279303,Omnicom Group Inc,OMC,0.03%,Advertising,US,---,"$792,760,873.07","9,057,019"
,BF09HX3,Tapestry Inc,TPR,0.03%,"Apparel, Accessories & Luxury Goods",US,---,"$792,092,974.14","6,419,426"
,2712013,Global Payments Inc,GPN,0.03%,Transaction & Payment Processing Services,US,---,"$791,426,539.95","8,692,219"
,2325507,Expeditors International of Washington Inc,EXPD,0.03%,Air Freight & Logistics,US,---,"$787,948,527.15","4,154,751"
,BRK49M5,Smurfit Westrock PLC,SW,0.03%,Paper & Plastic Packaging Products & Materials,US,---,"$781,648,954.10","16,666,289"
,2289874,Darden Restaurants Inc,DRI,0.03%,Restaurants,US,---,"$779,697,496.50","3,639,025"
,BDVJJQ5,nVent Electric PLC,NVT,0.03%,Electrical Components & Equipment,US,---,"$775,275,140.25","5,142,787"
,2680905,PPL Corp,PPL,0.03%,Electric Utilities,US,---,"$774,811,307.71","22,701,767"
,BGSP7M9,Zoom Communications Inc,ZM,0.03%,Application Software,US,---,"$772,285,737.48","7,988,061"
,BPGMZQ5,Veralto Corp,VLTO,0.03%,Environmental & Facilities Services,US,---,"$769,117,264.64","7,802,752"
,2950482,West Pharmaceutical Services Inc,WST,0.03%,Life Sciences Tools & Services,US,---,"$765,746,923.48","2,244,868"
,2708841,PulteGroup Inc,PHM,0.03%,Homebuilding,US,---,"$764,058,520.40","6,048,595"
,2280220,DTE Energy Co,DTE,0.03%,Multi-Utilities,US,---,"$762,501,959.01","5,621,927"
,BDFG6S3,Hubbell Inc,HUBB,0.03%,Electrical Components & Equipment,US,---,"$760,803,081.00","1,679,477"
,2702337,T Rowe Price Group Inc,TROW,0.03%,Asset Management & Custody Banks,US,---,"$757,152,903.52","6,804,034"
,2237561,HEICO Corp,HEI/A,0.03%,Aerospace & Defense,US,---,"$757,081,803.78","3,100,634"
,2803014,Principal Financial Group Inc,PFG,0.03%,Life & Health Insurance,US,---,"$755,900,735.04","6,861,844"
,2195841,Church & Dwight Co Inc,CHD,0.03%,Household Products,US,---,"$752,238,825.72","7,538,974"
,2142922,VeriSign Inc,VRSN,0.03%,Internet Services & Infrastructure,US,---,"$749,979,734.76","2,601,567"
,BMZ5LZ5,Expand Energy Corp,EXE,0.03%,Oil & Gas Exploration & Production,US,---,"$745,922,748.00","7,599,050"
,2490911,KeyCorp,KEY,0.03%,Diversified Banks,US,---,"$743,366,798.44","34,399,204"
,B28TS42,Ulta Beauty Inc,ULTA,0.03%,Other Specialty Retail,US,---,"$743,231,460.60","1,383,786"
,2212922,NRG Energy Inc,NRG,0.03%,Electric Utilities,US,---,"$738,512,622.20","6,706,435"
,2272476,Dollar Tree Inc,DLTR,0.03%,Consumer Staples Merchandise Retail,US,---,"$734,450,874.72","5,801,808"
,BYVFC94,US Foods Holding Corp,USFD,0.03%,Food Distributors,US,---,"$733,432,123.52","6,995,728"
,2427599,F5 Inc,FFIV,0.03%,Communications Equipment,US,---,"$729,780,525.00","1,792,500"
,BM8J4C2,SoFi Technologies Inc,SOFI,0.03%,Consumer Finance,US,---,"$728,866,703.16","40,764,357"
,B8DMK08,Tenet Healthcare Corp,THC,0.03%,Health Care Facilities,US,---,"$727,867,465.70","2,737,270"
,BFY8C75,STERIS PLC,STE,0.03%,Health Care Equipment,US,---,"$725,035,820.48","3,116,557"
,2319146,Equifax Inc,EFX,0.03%,Research & Consulting Services,US,---,"$715,582,822.00","3,782,950"
,2177504,Carpenter Technology Corp,CRS,0.03%,Aerospace & Defense,US,---,"$714,378,450.24","1,499,472"
,2755706,Royal Gold Inc,RGLD,0.03%,Gold,US,---,"$706,065,482.43","2,700,369"
,BHXCF84,Dow Inc,DOW,0.03%,Commodity Chemicals,US,---,"$698,962,234.04","22,901,777"
,2367026,General Mills Inc,GIS,0.03%,Packaged Foods & Meats,US,---,"$698,631,902.00","16,957,085"
,BM99VY2,Texas Pacific Land Corp,TPL,0.03%,Oil & Gas Exploration & Production,US,---,"$697,509,219.36","1,863,304"
,2430412,United Therapeutics Corp,UTHR,0.03%,Biotechnology,US,---,"$688,417,896.92","1,348,834"
,B6Z1355,XPO Inc,XPO,0.03%,Cargo Ground Transportation,US,---,"$687,623,937.64","3,544,636"
,2241205,Curtiss-Wright Corp,CW,0.03%,Aerospace & Defense,US,---,"$683,738,762.20","1,173,740"
,BPLYVN5,Liberty Media Corp-Liberty Formula One,FWONK,0.03%,Movies & Entertainment,US,---,"$682,571,243.65","6,829,127"
,2566436,Markel Group Inc,MKL,0.03%,Property & Casualty Insurance,US,---,"$681,083,507.79","377,769"
,BYRY499,Kraft Heinz Co/The,KHC,0.03%,Packaged Foods & Meats,US,---,"$677,876,828.52","26,407,356"
,B1VP7R6,Broadridge Financial Solutions Inc,BR,0.03%,Data Processing & Outsourced Services,US,---,"$669,861,860.58","3,672,891"
,2769796,Fidelity National Information Services Inc,FIS,0.03%,Transaction & Payment Processing Services,US,---,"$669,368,831.67","16,418,171"
,2219224,CMS Energy Corp,CMS,0.03%,Multi-Utilities,US,---,"$666,604,686.08","9,794,368"
,2471950,Incyte Corp,INCY,0.03%,Biotechnology,US,---,"$665,579,730.32","5,401,556"
,2464165,International Flavors & Fragrances Inc,IFF,0.03%,Specialty Chemicals,US,---,"$665,319,152.01","7,706,697"
,2504566,Packaging Corp of America,PKG,0.03%,Paper & Plastic Packaging Products & Materials,US,---,"$662,131,143.24","2,830,346"
,2692687,Brown & Brown Inc,BRO,0.03%,Insurance Brokers,US,---,"$661,664,663.80","9,168,140"
,2829515,Edison International,EIX,0.03%,Electric Utilities,US,---,"$659,891,897.04","12,224,748"
,2599700,Entegris Inc,ENTG,0.03%,Semiconductor Materials & Equipment,US,---,"$656,067,614.47","4,849,343"
,B1HMF22,First Solar Inc,FSLR,0.03%,Semiconductors,US,---,"$654,694,669.20","3,242,668"
,BZ1LFG7,Roku Inc,ROKU,0.03%,Movies & Entertainment,US,---,"$653,894,825.49","4,166,793"
,BRC3N73,Super Micro Computer Inc,SMCI,0.03%,"Technology Hardware, Storage & Peripherals",US,---,"$651,424,606.08","17,473,836"
,2948089,Woodward Inc,WWD,0.03%,Aerospace & Defense,US,---,"$643,045,124.02","1,892,311"
,BZ6TS23,SBA Communications Corp,SBAC,0.03%,Telecom Tower REITs,US,---,"$639,267,047.70","3,370,595"
,2465254,International Paper Co,IP,0.03%,Paper & Plastic Packaging Products & Materials,US,---,"$639,046,157.20","16,848,040"
,BFXC911,Guardant Health Inc,GH,0.03%,Health Care Services,US,---,"$636,517,145.98","4,002,749"
,2445416,JB Hunt Transport Services Inc,JBHT,0.03%,Cargo Ground Transportation,US,---,"$636,007,716.60","2,395,780"
,2818740,Snap-on Inc,SNA,0.03%,Industrial Machinery & Supplies & Components,US,---,"$635,291,817.03","1,644,513"
,B0G4K50,CF Industries Holdings Inc,CF,0.03%,Fertilizers & Agricultural Chemicals,US,---,"$634,480,214.73","4,879,491"
,BMVNLY2,Reddit Inc,RDDT,0.03%,Interactive Media & Services,US,---,"$633,451,431.99","4,285,579"
,BZ00V34,Zscaler Inc,ZS,0.03%,Systems Software,US,---,"$629,599,624.65","3,342,090"
,BMF9NM8,Affirm Holdings Inc,AFRM,0.03%,Transaction & Payment Processing Services,US,---,"$627,162,407.45","8,423,941"
,2729068,Reliance Inc,RS,0.03%,Steel,US,---,"$622,702,894.55","1,621,411"
,2645409,NiSource Inc,NI,0.03%,Multi-Utilities,US,---,"$622,292,823.24","15,207,547"
,BLKFTK4,FTAI Aviation Ltd,FTAI,0.03%,Aerospace & Defense,US,---,"$619,732,463.40","3,260,034"
